	...1	...2	0	...4	...5	546 Bottles	Location	Producer	Nomen	Varrietal(s)	Vintage	Type	Notes
422	NA	NA	421	15	13	3	189	NA	NA	NA	22	NA	162
423	NA	NA	422	15	14	2	190	NA	NA	NA	22	NA	162
424	NA	NA	423	15	14	3	191	NA	NA	NA	22	NA	162
425	NA	NA	425	15	15	3	193	NA	NA	NA	22	NA	162
426	NA	NA	426	15	16	2	194	NA	NA	NA	22	NA	162
427	NA	NA	427	15	16	3	195	NA	NA	NA	22	NA	162
428	NA	NA	428	15	17	2	196	NA	NA	NA	22	NA	162
429	NA	NA	429	15	17	3	197	NA	NA	NA	22	NA	162
430	NA	NA	430	15	18	2	198	NA	NA	NA	22	NA	162
431	NA	NA	431	15	18	3	199	NA	NA	NA	22	NA	162
432	NA	NA	432	15	19	2	200	NA	NA	NA	22	NA	162
433	NA	NA	433	15	19	3	201	NA	NA	NA	22	NA	162
434	NA	NA	434	15	20	2	202	NA	NA	NA	22	NA	162
435	NA	NA	435	15	20	3	203	NA	NA	NA	22	NA	162
436	NA	NA	436	16	1	2	204	NA	NA	NA	22	NA	162
437	NA	NA	437	16	2	2	205	NA	NA	NA	22	NA	162
438	NA	NA	438	16	3	2	206	84	40	55	23	7	21
439	NA	NA	439	16	4	2	207	NA	NA	NA	22	NA	162
440	NA	NA	440	16	5	2	208	NA	NA	NA	22	NA	162
441	NA	NA	441	16	6	2	209	NA	NA	NA	22	NA	162
442	NA	NA	442	16	7	2	210	NA	NA	NA	22	NA	162
443	NA	NA	443	16	8	2	211	NA	NA	NA	22	NA	162
444	NA	NA	444	16	9	2	212	NA	NA	NA	22	NA	162
445	NA	NA	445	16	10	2	213	NA	NA	NA	22	NA	162
446	NA	NA	446	16	11	2	214	NA	NA	NA	22	NA	162
447	NA	NA	447	16	12	2	215	NA	NA	NA	22	NA	162
448	NA	NA	448	16	12	3	216	NA	NA	NA	22	NA	162
449	NA	NA	449	16	13	2	217	NA	NA	NA	22	NA	162
450	NA	NA	450	16	13	3	218	NA	NA	NA	22	NA	162
451	NA	NA	451	16	14	2	219	NA	NA	NA	22	NA	162
452	NA	NA	452	16	14	3	220	NA	NA	NA	22	NA	162
453	NA	NA	453	16	15	2	221	NA	NA	NA	22	NA	162
454	NA	NA	454	16	15	3	222	NA	NA	NA	22	NA	162
455	NA	NA	455	16	16	2	223	NA	NA	NA	22	NA	162
456	NA	NA	456	16	16	3	224	NA	NA	NA	22	NA	162
457	NA	NA	457	16	17	2	225	NA	NA	NA	22	NA	162
458	NA	NA	458	16	17	3	226	NA	NA	NA	22	NA	162
459	NA	NA	459	16	18	2	227	NA	NA	NA	22	NA	162
460	NA	NA	460	16	18	3	228	NA	NA	NA	22	NA	162
461	NA	NA	461	16	19	2	229	122	146	NA	11	3	139
462	NA	NA	462	16	19	3	230	NA	NA	NA	22	NA	162
463	NA	NA	463	16	20	2	231	NA	NA	NA	22	NA	162
464	NA	NA	464	16	20	3	232	NA	NA	NA	22	NA	162
465	NA	NA	465	17	1	2	233	NA	NA	NA	22	NA	162
466	NA	NA	466	17	2	2	234	NA	NA	NA	22	NA	162
467	NA	NA	467	17	3	2	235	18	234	NA	23	7	162
468	NA	NA	468	17	4	2	236	NA	NA	NA	22	NA	162
469	NA	NA	469	17	5	2	237	NA	NA	NA	22	NA	162
470	NA	NA	470	17	6	2	238	26	43	NA	14	7	157
471	NA	NA	471	17	7	2	239	136	30	NA	23	7	162
472	NA	NA	472	17	8	2	240	136	30	NA	23	7	162
473	NA	NA	473	17	9	2	241	136	30	NA	23	7	162
474	NA	NA	474	17	10	2	242	136	16	NA	7	7	162
475	NA	NA	475	17	11	2	243	NA	NA	NA	22	NA	162
476	NA	NA	476	17	12	2	244	NA	NA	NA	22	NA	162
477	NA	NA	477	17	12	3	245	NA	NA	NA	22	NA	162
478	NA	NA	478	17	13	2	246	16	5	NA	11	3	140
479	NA	NA	479	17	13	3	247	NA	NA	NA	22	NA	162
480	NA	NA	480	17	14	2	248	NA	NA	NA	22	NA	162
481	NA	NA	481	17	14	3	249	NA	NA	NA	22	NA	162
482	NA	NA	482	17	15	2	250	226	173	110	13	11	148
483	NA	NA	483	17	15	3	251	NA	NA	NA	22	NA	162
484	NA	NA	484	17	16	2	252	NA	NA	NA	22	NA	162
485	NA	NA	485	17	16	3	253	NA	NA	NA	22	NA	162
486	NA	NA	486	17	17	2	254	NA	NA	NA	22	NA	162
487	NA	NA	487	17	17	3	255	NA	NA	NA	22	NA	162
488	NA	NA	488	17	18	2	256	NA	NA	NA	22	NA	162
489	NA	NA	489	17	18	3	257	NA	NA	NA	22	NA	162
490	NA	NA	490	17	19	2	258	15	258	NA	9	3	141
491	NA	NA	491	17	19	3	259	NA	NA	NA	22	NA	162
492	NA	NA	492	17	20	2	260	NA	NA	NA	22	NA	162
493	NA	NA	493	17	20	3	261	NA	NA	NA	22	NA	162
494	NA	NA	494	18	1	2	262	NA	NA	NA	22	NA	162
495	NA	NA	495	18	2	2	263	NA	NA	NA	22	NA	162
496	NA	NA	496	18	3	2	264	NA	NA	NA	22	NA	162
497	NA	NA	497	18	4	2	265	NA	NA	NA	22	NA	162
498	NA	NA	498	18	5	2	266	9	105	55	23	7	53
499	NA	NA	499	18	6	2	267	9	105	55	23	7	53
500	NA	NA	500	18	7	2	268	NA	NA	NA	22	NA	162
501	NA	NA	501	18	8	2	269	NA	NA	NA	22	NA	162
502	NA	NA	502	18	9	2	270	NA	NA	NA	22	NA	162
503	NA	NA	503	18	10	2	271	NA	NA	NA	22	NA	162
504	NA	NA	504	18	11	2	272	NA	NA	NA	22	NA	162
505	NA	NA	505	18	12	2	273	NA	NA	NA	22	NA	162
506	NA	NA	506	18	12	3	274	NA	NA	NA	22	NA	162
507	NA	NA	507	18	13	2	275	NA	NA	NA	22	NA	162
508	NA	NA	508	18	13	3	276	NA	NA	NA	22	NA	162
509	NA	NA	509	18	14	2	277	NA	NA	NA	22	NA	162
510	NA	NA	510	18	14	3	278	NA	NA	NA	22	NA	162
511	NA	NA	511	18	15	2	279	NA	NA	NA	22	NA	162
512	NA	NA	512	18	15	3	280	NA	NA	NA	22	NA	162
513	NA	NA	513	18	16	2	281	NA	NA	NA	22	NA	162
514	NA	NA	514	18	16	3	282	NA	NA	NA	22	NA	162
515	NA	NA	515	18	17	2	283	NA	NA	NA	22	NA	162
516	NA	NA	516	18	17	3	284	NA	NA	NA	22	NA	162
517	NA	NA	517	18	18	2	285	NA	NA	NA	22	NA	162
518	NA	NA	518	18	18	3	286	NA	NA	NA	22	NA	162
519	NA	NA	519	18	19	2	287	NA	NA	NA	22	NA	162
520	NA	NA	520	18	19	3	288	NA	NA	NA	22	NA	162
521	NA	NA	521	18	20	2	289	NA	NA	NA	22	NA	162
522	NA	NA	522	18	20	3	290	NA	NA	NA	22	NA	162
523	NA	NA	523	19	1	2	291	NA	NA	NA	22	NA	162
524	NA	NA	524	19	2	2	292	12	106	55	23	7	53
525	NA	NA	525	19	3	2	293	217	46	55	23	7	53
526	NA	NA	526	19	4	2	294	145	47	55	23	7	53
527	NA	NA	527	19	5	2	295	167	46	55	23	7	53
528	NA	NA	528	19	6	2	296	NA	NA	NA	22	NA	162
529	NA	NA	529	19	7	2	297	211	46	55	23	7	53
530	NA	NA	530	19	8	2	298	164	105	55	23	7	53
531	NA	NA	531	19	9	4	299	NA	NA	NA	22	NA	162
532	NA	NA	532	19	10	2	300	NA	NA	NA	22	NA	162
533	NA	NA	533	19	11	2	301	NA	NA	NA	22	NA	162
534	NA	NA	534	19	12	2	302	NA	NA	NA	22	NA	162
535	NA	NA	535	19	12	3	303	NA	NA	NA	22	NA	162
536	NA	NA	536	19	13	2	304	27	210	60	11	3	132
537	NA	NA	537	19	13	3	305	NA	NA	NA	22	NA	162
538	NA	NA	538	19	14	2	306	NA	NA	NA	22	NA	162
539	NA	NA	539	19	14	3	307	NA	NA	NA	22	NA	162
540	NA	NA	540	19	15	2	308	NA	NA	NA	22	NA	162
541	NA	NA	541	19	15	3	309	NA	NA	NA	22	NA	162
542	NA	NA	542	19	16	2	310	NA	NA	NA	22	NA	162
543	NA	NA	543	19	16	3	311	NA	NA	NA	22	NA	162
544	NA	NA	544	19	17	2	312	NA	NA	NA	22	NA	162
545	NA	NA	545	19	17	3	313	NA	NA	NA	22	NA	162
546	NA	NA	546	19	18	2	314	NA	NA	NA	22	NA	162
547	NA	NA	547	19	18	3	315	NA	NA	NA	22	NA	162
548	NA	NA	548	19	19	2	316	NA	NA	NA	22	NA	162
549	NA	NA	549	19	19	3	317	NA	NA	NA	22	NA	162
550	NA	NA	550	19	20	2	318	NA	NA	NA	22	NA	162
551	NA	NA	551	19	20	3	319	NA	NA	NA	22	NA	162
552	NA	NA	552	20	1	2	349	187	17	101	17	7	35
553	NA	NA	553	20	2	2	350	187	122	44	9	7	15
554	NA	NA	554	20	3	2	351	187	17	NA	10	7	162
555	NA	NA	555	20	4	2	352	187	183	34	15	7	37
556	NA	NA	556	20	5	2	353	187	192	41	7	7	162
557	NA	NA	557	20	6	2	354	187	90	28	11	7	12
558	NA	NA	558	20	7	2	355	187	18	NA	6	7	14
559	NA	NA	559	20	8	2	356	187	120	41	10	7	5
560	NA	NA	560	20	9	2	357	187	122	22	7	9	162
561	NA	NA	561	20	10	2	358	187	147	23	23	7	6
562	NA	NA	562	20	11	2	359	NA	NA	NA	22	NA	162
563	NA	NA	563	20	12	2	360	NA	NA	NA	22	NA	162
564	NA	NA	564	20	12	3	361	NA	NA	NA	22	NA	162
565	NA	NA	565	20	13	2	362	190	164	133	17	3	162
566	NA	NA	566	20	13	3	363	190	164	133	17	3	162
567	NA	NA	567	20	14	2	364	NA	NA	NA	22	NA	162
568	NA	NA	568	20	14	3	365	NA	NA	NA	22	NA	162
569	NA	NA	569	20	15	2	366	190	115	133	17	3	162
570	NA	NA	570	20	15	3	367	190	115	133	17	3	162
571	NA	NA	571	20	16	2	368	190	140	135	17	3	162
572	NA	NA	572	20	16	3	369	190	140	135	17	3	162
573	NA	NA	573	20	17	2	370	NA	NA	NA	22	NA	162
574	NA	NA	574	20	17	3	371	NA	NA	NA	22	NA	162
575	NA	NA	575	20	18	2	372	191	139	133	17	3	162
576	NA	NA	576	20	18	3	373	NA	NA	NA	22	NA	162
577	NA	NA	577	20	19	2	374	190	213	133	17	3	162
578	NA	NA	578	20	19	3	375	NA	NA	NA	22	3	162
579	NA	NA	579	20	20	2	376	NA	NA	NA	22	NA	162
580	NA	NA	580	20	20	3	377	NA	NA	NA	22	NA	162
581	NA	NA	581	21	1	2	378	141	104	NA	22	6	62
582	NA	NA	582	21	2	2	379	187	123	46	9	9	15
583	NA	NA	583	21	3	2	380	187	121	33	10	9	17
584	NA	NA	584	21	4	2	381	114	NA	NA	22	NA	162
585	NA	NA	585	21	5	2	382	129	155	114	23	7	111
586	NA	NA	586	21	6	2	383	NA	NA	NA	22	NA	162
587	NA	NA	587	21	7	2	384	187	125	55	9	7	162
588	NA	NA	588	21	8	2	385	187	172	18	11	7	7
589	NA	NA	589	21	9	2	386	187	120	21	8	9	16
590	NA	NA	590	21	10	2	387	187	183	36	14	7	36
591	NA	NA	591	21	11	2	388	NA	NA	NA	22	NA	162
592	NA	NA	592	21	12	2	389	190	9	49	18	3	162
593	NA	NA	593	21	12	3	390	NA	NA	NA	22	NA	162
594	NA	NA	594	21	13	2	391	189	162	133	18	3	162
595	NA	NA	595	21	13	3	392	189	162	133	18	3	162
596	NA	NA	596	21	14	2	393	189	64	133	18	3	162
597	NA	NA	597	21	14	3	394	189	64	133	18	3	162
598	NA	NA	598	21	15	2	395	NA	NA	NA	22	NA	162
599	NA	NA	599	21	15	3	396	NA	NA	NA	22	NA	162
600	NA	NA	600	21	16	2	397	NA	NA	NA	22	NA	162
601	NA	NA	601	21	16	3	398	NA	NA	NA	22	NA	162
602	NA	NA	602	21	17	2	399	NA	NA	NA	22	NA	162
603	NA	NA	603	21	17	3	400	NA	NA	NA	22	NA	162
604	NA	NA	604	21	18	2	401	190	265	114	15	3	162
605	NA	NA	605	21	18	3	402	NA	NA	NA	22	NA	162
606	NA	NA	606	21	19	2	403	190	115	133	15	3	162
607	NA	NA	607	21	19	3	404	NA	NA	NA	22	NA	162
608	NA	NA	608	21	20	2	405	190	265	114	7	3	162
609	NA	NA	609	21	20	3	406	NA	NA	NA	22	NA	162
610	NA	NA	610	22	1	2	407	NA	NA	NA	22	NA	162
611	NA	NA	611	22	2	2	408	141	243	NA	22	7	126
612	NA	NA	612	22	3	2	409	141	243	NA	22	7	126
613	NA	NA	613	22	4	2	410	141	15	13	20	7	43
614	NA	NA	614	22	5	2	411	187	129	7	13	7	12
615	NA	NA	615	22	6	2	412	187	82	4	13	7	12
616	NA	NA	616	22	7	2	413	141	243	NA	20	7	56
617	NA	NA	617	22	8	2	414	NA	NA	NA	22	NA	162
618	NA	NA	618	22	9	2	415	141	243	NA	20	7	56
619	NA	NA	619	22	10	2	416	NA	NA	NA	22	NA	162
620	NA	NA	620	22	11	2	417	NA	NA	NA	22	NA	162
621	NA	NA	621	22	12	2	418	190	115	133	18	3	162
622	NA	NA	622	22	12	3	419	NA	NA	NA	22	NA	162
623	NA	NA	623	22	13	2	420	190	202	133	18	3	162
624	NA	NA	624	22	13	3	421	190	202	133	18	3	162
625	NA	NA	625	22	14	2	422	190	130	133	18	3	162
626	NA	NA	626	22	14	3	423	190	130	133	18	3	162
627	NA	NA	627	22	15	2	424	NA	NA	NA	22	NA	162
628	NA	NA	628	22	15	3	425	NA	NA	NA	22	NA	162
629	NA	NA	629	22	16	2	426	NA	NA	NA	22	NA	162
630	NA	NA	630	22	16	3	427	NA	NA	NA	22	NA	162
631	NA	NA	631	22	17	2	NA	NA	NA	NA	22	NA	162
632	NA	NA	632	22	17	3	428	190	265	114	10	3	162
633	NA	NA	633	22	18	2	429	NA	NA	NA	22	NA	162
634	NA	NA	634	22	18	3	430	190	265	114	10	3	162
635	NA	NA	635	22	19	2	431	NA	NA	NA	22	NA	162
636	NA	NA	636	22	19	3	432	NA	NA	NA	22	NA	162
637	NA	NA	637	22	20	2	433	NA	NA	NA	22	NA	162
638	NA	NA	638	22	20	3	434	NA	NA	NA	22	NA	162
639	NA	NA	639	23	1	2	435	NA	NA	NA	22	NA	162
640	NA	NA	640	23	2	2	436	119	244	NA	9	7	127
641	NA	NA	641	23	3	2	437	141	243	NA	22	7	128
642	NA	NA	642	23	4	2	438	141	33	19	10	7	119
643	NA	NA	643	23	5	2	439	119	41	57	9	7	162
644	NA	NA	644	23	6	2	440	141	243	NA	22	7	128
645	NA	NA	645	23	7	2	441	119	72	56	9	7	179
646	NA	NA	646	23	8	2	442	NA	NA	NA	22	NA	162
647	NA	NA	647	23	9	2	443	141	102	25	23	7	11
648	NA	NA	648	23	10	2	444	NA	NA	NA	22	NA	162
649	NA	NA	649	23	11	2	445	NA	NA	NA	22	NA	162
650	NA	NA	650	23	12	2	446	NA	NA	NA	22	NA	162
651	NA	NA	651	23	12	3	447	NA	NA	NA	22	NA	162
652	NA	NA	652	23	13	2	NA	NA	NA	NA	22	NA	162
653	NA	NA	653	23	13	3	448	NA	NA	NA	22	NA	162
654	NA	NA	654	23	14	2	449	NA	NA	NA	22	NA	162
655	NA	NA	655	23	14	3	450	NA	NA	NA	22	NA	162
656	NA	NA	656	23	15	2	451	NA	NA	NA	22	NA	162
657	NA	NA	657	23	15	3	452	NA	NA	NA	22	NA	162
658	NA	NA	658	23	16	2	453	NA	NA	NA	22	NA	162
659	NA	NA	659	23	16	3	454	NA	NA	NA	22	NA	162
660	NA	NA	660	23	17	2	455	190	215	134	8	3	162
661	NA	NA	661	23	17	3	456	NA	NA	NA	22	NA	162
662	NA	NA	662	23	18	2	457	NA	NA	NA	22	NA	162
663	NA	NA	663	23	18	3	458	NA	NA	NA	22	NA	162
664	NA	NA	664	23	19	2	459	NA	NA	NA	22	NA	162
665	NA	NA	665	23	19	3	460	NA	NA	NA	22	NA	162
666	NA	NA	666	23	20	2	461	NA	NA	NA	22	NA	162
667	NA	NA	667	23	20	3	462	NA	NA	NA	22	NA	162
668	NA	NA	668	24	1	2	463	141	244	NA	21	7	162
669	NA	NA	669	24	2	2	464	141	104	6	20	9	42
670	NA	NA	670	24	3	2	465	141	83	66	19	7	166
671	NA	NA	671	24	4	2	466	141	145	12	13	7	93
672	NA	NA	672	24	5	2	467	187	19	42	13	7	162
673	NA	NA	673	24	6	2	468	141	104	14	23	9	54
674	NA	NA	674	24	7	2	469	111	166	NA	23	7	162
675	NA	NA	675	24	8	2	470	141	15	16	23	7	49
676	NA	NA	676	24	9	2	471	28	268	NA	10	7	162
677	NA	NA	677	24	10	2	472	28	277	NA	10	7	162
678	NA	NA	678	24	11	2	473	NA	NA	NA	22	NA	162
679	NA	NA	679	24	12	2	474	NA	NA	NA	22	NA	162
680	NA	NA	680	24	12	3	475	NA	NA	NA	22	NA	162
681	NA	NA	681	24	13	2	476	111	240	121	13	3	162
682	NA	NA	682	24	13	3	477	111	240	121	13	3	162
683	NA	NA	683	24	14	2	478	111	108	121	12	2	162
684	NA	NA	684	24	14	3	479	NA	NA	NA	22	NA	162
685	NA	NA	685	24	15	2	480	111	141	NA	22	3	162
686	NA	NA	686	24	15	3	481	111	141	NA	22	3	162
687	NA	NA	687	24	16	2	482	111	194	121	13	3	162
688	NA	NA	688	24	16	3	483	NA	NA	NA	22	NA	162
689	NA	NA	689	24	17	2	484	178	242	124	2	3	162
690	NA	NA	690	24	17	3	485	111	242	124	2	3	162
691	NA	NA	691	24	18	2	486	111	242	124	2	3	162
692	NA	NA	692	24	18	3	487	111	242	124	2	3	162
693	NA	NA	693	24	19	2	488	111	242	124	2	3	162
694	NA	NA	694	24	19	3	489	NA	NA	NA	22	NA	162
695	NA	NA	695	24	20	2	490	NA	NA	NA	22	NA	162
696	NA	NA	696	24	20	3	491	NA	NA	NA	22	NA	162
697	NA	NA	697	25	1	2	492	141	109	3	23	7	173
698	NA	NA	698	25	2	2	493	141	103	54	23	7	44
699	NA	NA	699	25	3	2	494	141	157	9	23	7	4
700	NA	NA	700	25	4	2	495	141	165	17	23	7	113
701	NA	NA	701	25	5	2	496	141	188	NA	23	8	59
702	NA	NA	702	25	6	2	497	141	254	102	23	7	55
703	NA	NA	703	25	7	2	498	NA	NA	NA	22	NA	162
704	NA	NA	704	25	8	2	499	NA	NA	NA	22	NA	162
705	NA	NA	705	25	9	2	500	NA	NA	NA	22	NA	162
706	NA	NA	706	25	10	2	501	NA	NA	NA	22	NA	162
707	NA	NA	707	25	11	2	502	NA	NA	NA	22	NA	162
708	NA	NA	708	25	12	2	503	NA	NA	NA	22	NA	162
709	NA	NA	709	25	12	3	504	NA	NA	NA	22	NA	162
710	NA	NA	710	25	13	2	505	NA	NA	NA	22	NA	152
711	NA	NA	711	25	13	3	506	NA	NA	NA	22	NA	162
712	NA	NA	712	25	14	2	507	111	236	100	11	3	152
713	NA	NA	713	25	14	3	508	111	236	100	11	3	152
714	NA	NA	714	25	15	2	509	111	236	100	11	3	152
715	NA	NA	715	25	15	3	510	111	236	100	11	3	152
716	NA	NA	716	25	16	2	511	111	107	121	12	3	155
717	NA	NA	717	25	16	3	512	111	107	121	12	3	155
718	NA	NA	718	25	17	2	513	NA	NA	NA	22	NA	162
719	NA	NA	719	25	17	3	514	NA	NA	NA	22	NA	162
720	NA	NA	720	25	18	2	515	111	241	124	2	3	162
721	NA	NA	721	25	18	3	516	111	241	124	2	3	162
722	NA	NA	722	25	19	2	517	111	241	124	2	3	162
723	NA	NA	723	25	19	3	518	111	241	124	2	3	162
724	NA	NA	724	25	20	2	519	111	242	124	2	3	162
725	NA	NA	725	25	20	3	520	NA	NA	NA	22	NA	162
726	NA	NA	726	26	1	2	521	NA	NA	NA	22	NA	162
727	NA	NA	727	26	2	2	522	28	87	NA	23	7	162
728	NA	NA	728	26	3	2	523	NA	NA	NA	22	NA	162
729	NA	NA	729	26	4	2	524	NA	NA	NA	22	NA	162
730	NA	NA	730	26	5	2	525	28	88	NA	5	7	162
731	NA	NA	731	26	6	2	526	28	151	55	10	7	163
732	NA	NA	732	26	7	2	527	28	193	NA	23	9	162
733	NA	NA	733	26	8	2	528	28	NA	NA	22	NA	162
734	NA	NA	734	26	9	2	529	NA	NA	NA	22	NA	162
735	NA	NA	735	26	10	2	530	NA	NA	NA	22	NA	162
736	NA	NA	736	26	11	2	531	NA	NA	NA	22	NA	162
737	NA	NA	737	26	12	2	532	111	194	121	13	3	162
738	NA	NA	738	26	12	3	533	NA	NA	NA	22	NA	162
739	NA	NA	739	26	13	2	534	111	194	121	13	3	162
740	NA	NA	740	26	13	3	535	111	241	124	7	3	162
741	NA	NA	741	26	14	2	536	111	241	124	7	3	162
742	NA	NA	742	26	14	3	537	111	241	124	2	3	162
743	NA	NA	743	26	15	2	538	NA	NA	NA	22	NA	162
744	NA	NA	744	26	15	3	539	111	241	124	2	3	162
745	NA	NA	745	26	16	2	540	111	241	124	2	3	162
746	NA	NA	746	26	16	3	541	111	241	124	2	3	162
747	NA	NA	747	26	17	2	542	111	241	124	2	3	162
748	NA	NA	748	26	17	3	543	111	241	124	2	3	162
749	NA	NA	749	26	18	2	544	111	241	124	2	3	162
750	NA	NA	750	26	18	3	545	111	241	124	2	3	162
751	NA	NA	751	26	19	2	546	111	35	59	18	3	162
752	NA	NA	752	26	19	3	547	NA	NA	NA	22	NA	162
753	NA	NA	753	26	20	2	548	NA	NA	NA	22	NA	162
754	NA	NA	754	26	20	3	549	NA	NA	NA	22	NA	162
755	NA	NA	755	27	1	2	550	NA	NA	NA	22	NA	162
756	NA	NA	756	27	2	2	551	NA	NA	NA	22	NA	162
757	NA	NA	757	27	3	2	552	NA	NA	NA	22	NA	162
758	NA	NA	758	27	4	2	553	NA	NA	NA	22	NA	162
759	NA	NA	759	27	5	2	554	NA	NA	NA	22	NA	162
760	NA	NA	760	27	6	2	555	NA	NA	NA	22	NA	162
761	NA	NA	761	27	7	2	556	163	235	65	12	7	202
762	NA	NA	762	27	8	2	557	163	235	65	12	7	202
763	NA	NA	763	27	9	2	558	141	32	55	8	7	13
764	NA	NA	764	27	10	2	559	141	217	117	23	7	162
765	NA	NA	765	27	11	2	560	NA	NA	NA	22	NA	162
766	NA	NA	766	27	12	2	561	111	37	64	13	3	178
767	NA	NA	767	27	12	3	562	NA	NA	NA	22	NA	162
768	NA	NA	768	27	13	2	563	111	107	121	12	3	162
769	NA	NA	769	27	13	3	564	111	107	121	12	3	162
770	NA	NA	770	27	14	2	565	111	194	121	17	3	162
771	NA	NA	771	27	14	3	566	111	194	121	17	3	162
772	NA	NA	772	27	15	2	567	111	194	121	17	3	162
773	NA	NA	773	27	15	3	568	111	194	121	17	3	162
774	NA	NA	774	27	16	2	569	111	194	121	17	3	162
775	NA	NA	775	27	16	3	570	111	194	121	17	3	162
776	NA	NA	776	27	17	2	571	111	236	100	15	3	162
777	NA	NA	777	27	17	3	572	111	236	100	15	3	162
778	NA	NA	778	27	18	2	573	111	194	121	13	3	162
779	NA	NA	779	27	18	3	574	111	194	121	13	3	162
780	NA	NA	780	27	19	2	575	111	194	121	13	3	162
781	NA	NA	781	27	19	3	576	111	194	121	13	3	162
782	NA	NA	782	27	20	2	577	111	194	121	13	3	162
783	NA	NA	783	27	20	3	578	NA	NA	NA	22	NA	162
784	NA	NA	784	28	1	2	579	183	158	NA	23	7	20
785	NA	NA	785	28	2	2	580	183	158	NA	23	7	20
786	NA	NA	786	28	3	2	581	NA	NA	NA	22	NA	162
787	NA	NA	787	28	4	2	582	NA	NA	NA	22	NA	162
788	NA	NA	788	28	5	2	583	NA	NA	NA	22	NA	162
789	NA	NA	789	28	6	2	584	NA	NA	NA	22	NA	162
790	NA	NA	790	28	7	2	585	NA	NA	NA	22	NA	162
791	NA	NA	791	28	8	2	586	NA	NA	NA	22	NA	162
792	NA	NA	792	28	9	2	587	NA	NA	NA	22	NA	162
793	NA	NA	793	28	10	2	588	NA	NA	NA	22	NA	162
794	NA	NA	794	28	11	2	589	NA	NA	NA	22	NA	162
795	NA	NA	795	28	12	2	590	43	27	NA	8	3	162
796	NA	NA	796	28	12	3	591	NA	NA	NA	22	NA	162
797	NA	NA	797	28	13	2	592	NA	NA	NA	22	NA	162
798	NA	NA	798	28	13	3	593	NA	NA	NA	22	NA	162
799	NA	NA	799	28	14	2	594	43	27	NA	8	3	162
800	NA	NA	800	28	14	3	595	NA	NA	NA	22	NA	162
801	NA	NA	801	28	15	2	596	43	27	NA	8	3	162
802	NA	NA	802	28	15	3	597	NA	NA	NA	22	NA	162
803	NA	NA	803	28	16	2	598	111	236	100	11	3	162
804	NA	NA	804	28	16	3	599	111	236	100	11	3	162
805	NA	NA	805	28	17	2	600	111	236	100	11	3	162
806	NA	NA	806	28	17	3	601	111	236	100	11	3	162
807	NA	NA	807	28	18	2	602	NA	NA	NA	22	NA	162
808	NA	NA	808	28	18	3	603	NA	NA	NA	22	NA	162
809	NA	NA	809	28	19	2	604	NA	NA	NA	22	NA	162
810	NA	NA	810	28	19	3	605	NA	NA	NA	22	NA	162
811	NA	NA	811	28	20	2	606	169	25	114	12	3	61
812	NA	NA	812	28	20	3	607	NA	NA	NA	22	NA	162
813	NA	NA	813	29	1	2	608	196	69	60	15	3	74
814	NA	NA	814	29	2	2	609	196	230	60	14	3	73
815	NA	NA	815	29	3	2	610	69	114	40	13	3	76
816	NA	NA	816	29	4	2	611	NA	NA	NA	22	NA	162
817	NA	NA	817	29	5	2	612	51	23	100	17	3	31
818	NA	NA	818	29	6	2	613	100	278	133	17	3	210
819	NA	NA	819	29	7	2	614	NA	NA	NA	22	NA	162
820	NA	NA	820	29	8	2	615	74	201	60	13	3	132
821	NA	NA	821	29	9	2	616	NA	NA	NA	22	NA	162
822	NA	NA	822	29	10	2	617	NA	NA	NA	22	NA	162
823	NA	NA	823	29	11	2	618	NA	NA	NA	22	NA	162
824	NA	NA	824	29	12	2	619	NA	NA	NA	22	NA	162
825	NA	NA	825	29	12	3	620	NA	NA	NA	22	NA	162
826	NA	NA	826	29	13	2	621	NA	NA	NA	22	NA	162
827	NA	NA	827	29	13	3	622	NA	NA	NA	22	NA	162
828	NA	NA	828	29	14	2	623	155	10	49	11	3	24
829	NA	NA	829	29	14	3	624	103	257	120	11	3	27
830	NA	NA	830	29	15	2	625	24	180	104	13	3	65
831	NA	NA	831	29	15	3	626	215	149	114	15	3	162
832	NA	NA	832	29	16	2	627	162	14	118	15	3	40
833	NA	NA	833	29	16	3	628	NA	NA	NA	22	NA	162
834	NA	NA	834	29	17	2	629	162	14	118	15	3	40
835	NA	NA	835	29	17	3	630	NA	NA	NA	22	NA	162
836	NA	NA	836	29	18	2	631	162	14	118	15	3	40
837	NA	NA	837	29	18	3	632	NA	NA	NA	22	NA	162
838	NA	NA	838	29	19	2	633	181	11	50	13	3	162
839	NA	NA	839	29	19	3	634	170	263	NA	10	3	162
840	NA	NA	840	29	20	2	635	NA	NA	NA	22	NA	162
841	NA	NA	841	29	20	3	636	NA	NA	NA	22	NA	162
842	NA	NA	842	30	1	2	666	NA	NA	NA	22	NA	162
843	NA	NA	843	30	2	2	667	NA	NA	NA	22	NA	162
844	NA	NA	844	30	3	2	668	NA	NA	NA	22	NA	162
845	NA	NA	845	30	4	2	669	221	197	126	12	2	183
846	NA	NA	846	30	5	2	670	47	126	126	14	3	193
847	NA	NA	847	30	6	2	671	177	262	125	13	3	30
848	NA	NA	848	30	7	2	672	132	245	38	15	3	132
849	NA	NA	849	30	8	2	673	77	67	80	12	2	215
850	NA	NA	850	30	9	2	674	82	191	125	8	3	22
851	NA	NA	851	30	10	2	675	NA	NA	NA	22	NA	162
